1000 5000
910 80 7
628 293 8
646 979 3
889 171 6
431 646 10
585 414 2
81 165 6
233 321 6
668 298 5
619 660 7
277 908 8
799 883 6
765 601 9
988 461 7
171 188 1
128 745 4
677 257 2
215 170 7
105 97 2
959 899 8
561 55 1
789 406 9
783 85 2
268 632 3
86 670 7
316 234 4
755 290 8
641 129 3
539 858 3
29 35 6
881 937 6
884 487 8
998 891 9
957 278 9
455 138 9
181 605 10
467 646 10
445 536 9
317 930 6
493 552 4
824 91 8
315 374 7
266 159 5
10 0 9
834 776 3
352 293 8
547 8 8
969 773 8
306 9 7
817 299 10
236 815 1
561 382 4
421 903 9
447 404 4
167 732 7
848 387 4
269 81 7
640 245 9
782 819 10
826 710 5
291 664 9
828 275 7
192 873 2
186 139 5
113 652 8
632 463 5
717 637 8
192 328 1
155 50 9
22 190 2
288 275 3
732 448 1
238 92 3
15 505 4
350 430 5
804 818 8
380 474 1
338 82 3
57 272 7
73 556 8
185 196 5
836 390 1
124 997 4
394 789 8
253 755 1
203 471 2
533 681 4
484 398 5
958 330 3
644 745 1
762 959 9
533 125 5
492 653 5
203 369 1
884 682 4
996 115 4
648 444 6
15 171 5
598 122 7
808 248 1
992 43 10
802 707 8
704 610 3
380 789 2
254 161 8
93 702 10
346 953 1
61 364 3
718 549 2
128 499 4
324 571 6
824 913 8
750 197 1
705 386 6
741 137 5
920 40 8
723 448 9
301 555 8
194 580 3
556 356 6
749 479 5
888 851 10
936 881 9
164 70 9
158 460 5
839 269 9
375 464 1
794 653 9
388 751 3
904 19 10
877 372 10
244 328 2
674 990 9
838 396 4
536 699 8
784 564 3
627 289 6
419 656 6
113 98 9
674 68 1
855 960 3
182 894 1
206 109 8
196 101 1
584 657 7
673 501 9
638 718 10
262 50 6
226 620 2
13 952 4
671 503 2
479 820 1
369 571 7
841 377 1
843 631 5
541 41 2
854 311 2
967 221 9
99 103 4
544 394 4
197 538 4
583 640 3
571 767 9
425 764 2
784 653 10
366 690 8
719 681 7
904 106 3
811 184 9
411 516 6
673 161 9
614 453 6
924 322 9
332 865 6
422 782 7
845 743 6
623 246 10
558 219 7
784 563 5
368 984 8
458 982 7
0 743 1
291 610 1
530 138 5
6 307 4
219 876 6
22 790 5
941 566 9
569 584 10
158 96 1
471 364 3
141 271 6
910 596 4
238 262 5
94 584 7
582 939 4
751 79 6
811 494 3
499 845 10
839 929 2
609 657 5
38 748 10
390 80 1
943 789 6
356 900 7
426 952 2
890 788 4
765 668 10
950 11 7
55 312 9
42 326 9
578 153 6
514 714 4
156 51 7
994 456 10
589 516 2
227 442 5
805 403 3
135 344 2
487 585 1
561 408 5
87 408 9
444 792 3
780 138 8
572 202 8
404 667 10
200 574 10
753 536 4
248 73 5
795 440 6
701 946 10
91 115 7
433 374 6
195 328 6
608 671 1
788 312 3
358 631 8
638 149 8
45 946 4
204 701 6
159 775 2
115 757 1
248 971 10
948 151 5
14 351 2
312 460 8
23 339 4
757 550 4
208 559 9
768 264 9
494 637 3
711 715 1
385 596 9
44 261 3
61 290 4
808 713 10
277 54 8
670 967 1
68 397 5
678 872 6
885 110 1
299 888 7
236 389 9
726 101 6
496 887 10
544 90 3
203 512 8
574 948 1
40 253 9
312 341 8
402 762 3
18 355 6
363 640 5
241 513 5
831 63 5
899 396 1
966 568 5
230 155 6
918 402 3
89 747 7
533 983 10
893 640 4
427 246 10
156 436 5
931 619 6
459 555 3
211 668 3
594 554 4
883 141 5
705 722 9
931 138 7
930 999 3
671 955 10
939 161 6
69 570 9
971 736 2
188 325 3
744 30 6
901 996 7
984 421 5
453 763 5
155 797 4
109 134 3
26 780 10
631 273 10
580 627 4
610 237 4
703 26 6
81 704 8
137 514 10
480 729 6
188 872 7
503 485 3
167 197 4
33 418 1
947 276 7
227 760 4
775 209 2
181 949 8
887 631 8
704 332 8
908 252 7
414 794 1
622 752 7
737 320 7
626 961 10
608 549 9
656 896 1
533 111 8
467 846 1
898 251 9
550 405 1
571 396 9
783 645 1
194 298 8
407 905 5
792 847 5
472 170 7
301 627 1
706 529 3
474 849 8
92 739 9
115 184 10
960 915 9
138 402 7
331 461 1
183 464 10
918 729 4
903 465 2
256 331 3
735 750 2
93 116 8
649 371 2
536 724 7
744 810 9
626 972 3
387 563 7
44 786 3
934 343 10
892 675 3
166 889 3
183 787 1
429 315 5
747 787 8
295 641 3
120 920 3
983 207 1
637 783 5
12 469 8
875 510 9
826 5 10
903 505 4
222 602 8
464 419 8
81 615 10
6 250 9
284 634 9
839 845 4
50 189 3
56 668 6
37 148 1
683 591 10
305 339 2
50 111 7
182 165 5
625 676 10
586 806 9
181 989 8
767 592 6
953 36 2
786 306 6
377 919 7
839 69 7
863 563 2
299 482 3
124 711 5
337 539 7
537 214 4
626 59 2
585 747 9
89 495 10
956 807 5
437 623 6
265 538 10
638 362 3
629 576 8
532 746 8
504 827 3
904 624 4
725 297 4
1 121 1
476 640 2
755 868 4
818 630 7
423 46 6
358 573 4
11 655 4
706 288 5
809 69 5
307 518 9
331 785 1
116 702 6
349 405 10
630 983 1
852 179 4
338 853 6
944 688 8
938 485 1
661 139 8
159 642 8
913 885 9
917 343 8
802 833 7
950 760 1
855 533 5
578 742 6
568 548 1
213 591 6
818 938 6
67 992 3
287 860 1
347 384 9
862 169 10
620 398 3
609 119 5
722 878 6
726 32 5
423 88 8
898 243 6
462 849 5
221 537 5
179 114 6
803 38 4
935 94 8
518 25 8
926 512 3
194 348 8
750 894 9
317 794 6
146 787 2
841 960 9
692 135 4
741 37 8
396 730 9
118 4 5
954 45 10
892 89 6
478 910 1
105 533 5
23 591 5
654 913 4
328 205 4
293 283 9
326 791 8
687 120 5
152 161 5
117 15 10
573 526 2
211 555 6
562 326 5
144 965 5
587 250 3
72 318 10
913 346 9
454 51 3
29 482 1
108 392 1
88 436 7
183 721 10
912 606 8
631 364 5
340 837 4
730 776 9
80 997 8
581 134 2
832 821 8
99 466 5
700 659 8
481 237 4
147 881 10
264 934 6
401 187 6
807 881 6
464 499 1
66 486 2
359 490 8
866 174 5
786 356 10
588 130 9
105 415 2
333 569 2
811 309 9
472 410 10
423 244 10
249 561 3
997 493 7
67 348 4
833 710 10
441 803 7
580 806 6
557 710 4
177 678 2
757 953 10
856 498 2
606 610 8
333 568 2
841 455 3
315 978 7
71 612 2
701 833 10
789 839 7
335 506 1
92 222 3
908 594 1
775 150 3
463 544 5
399 630 10
457 200 4
697 898 6
306 583 5
940 965 7
735 937 6
91 596 1
626 522 7
867 130 5
63 378 9
991 54 1
720 573 6
112 881 5
886 31 4
442 719 10
403 640 6
728 391 7
390 445 9
216 678 3
486 142 4
568 393 6
860 427 3
295 893 3
137 11 2
663 16 3
738 906 8
673 447 3
86 140 7
880 466 10
952 435 10
184 465 9
434 565 8
393 363 4
190 434 10
7 591 8
867 748 4
729 513 5
420 948 9
590 375 1
38 581 8
721 377 2
594 493 2
145 747 9
879 768 5
476 529 2
535 911 10
90 251 8
645 759 2
700 648 9
817 593 5
627 54 6
547 797 1
480 464 9
927 480 10
751 339 7
361 983 5
296 171 1
711 945 10
767 311 10
266 62 8
592 173 10
52 672 5
828 755 10
27 293 8
84 129 9
78 871 5
258 135 10
287 281 5
14 759 2
618 178 10
756 154 8
378 827 3
267 801 4
496 185 9
882 33 6
86 990 3
609 956 3
857 507 7
788 392 4
676 450 3
215 591 6
55 657 5
773 839 2
53 171 8
408 487 5
487 764 9
239 388 7
485 268 3
543 891 7
12 295 8
391 694 6
984 542 1
99 939 9
652 362 7
625 940 5
343 276 5
821 100 5
670 598 7
472 791 4
751 688 10
788 199 9
345 693 3
320 560 1
688 8 2
12 421 2
537 106 8
359 224 5
257 197 1
24 634 2
58 961 10
672 915 4
973 613 2
725 980 2
88 876 10
133 384 10
822 990 3
917 113 3
259 301 8
676 958 2
654 464 5
787 437 6
263 165 2
283 795 1
391 397 6
61 264 5
182 451 2
503 950 4
624 402 3
660 503 2
147 553 7
223 628 2
934 452 5
105 35 2
72 585 5
795 456 1
918 509 3
668 655 1
955 38 7
272 155 6
926 400 10
3 527 8
489 446 7
864 745 2
553 231 1
393 977 8
124 580 9
957 367 6
698 310 7
56 647 2
374 547 6
82 861 8
778 784 5
663 207 3
567 40 7
676 195 5
712 399 2
645 705 6
498 86 8
752 194 3
36 197 1
737 607 4
500 398 2
811 553 5
511 546 8
989 16 1
347 57 6
806 738 1
415 121 4
826 669 9
469 962 9
152 758 10
238 947 2
37 753 3
500 669 1
482 928 10
46 248 3
14 176 1
926 314 2
467 625 3
855 605 2
837 837 2
116 509 10
818 630 4
64 823 4
436 345 7
332 123 10
558 140 6
856 987 4
782 46 10
177 343 2
123 280 3
775 425 3
713 378 9
168 449 4
947 595 1
136 102 10
385 796 3
16 900 8
82 6 1
183 948 2
723 667 10
908 290 7
710 826 8
708 129 4
146 655 5
535 461 7
244 960 3
625 708 1
610 184 8
626 973 2
642 846 5
356 428 1
571 241 4
120 542 2
633 370 9
519 224 8
788 641 4
283 54 4
115 815 3
701 864 8
509 180 3
686 944 1
55 660 6
291 214 7
257 342 10
824 911 8
44 106 1
947 550 3
161 804 1
496 527 2
72 916 4
738 455 10
593 333 7
203 765 6
235 797 2
333 233 2
242 755 7
890 204 7
912 225 2
482 599 8
55 911 7
148 221 10
465 182 7
382 139 8
737 198 6
998 276 4
343 130 1
708 582 1
287 139 2
872 476 8
428 175 6
225 907 5
618 160 10
927 174 10
993 566 4
88 421 9
500 882 4
605 484 8
285 14 7
753 893 4
253 335 7
593 227 10
968 152 10
919 5 7
45 41 8
751 787 9
34 435 9
403 490 2
463 507 4
85 571 1
709 749 7
972 223 3
367 302 4
663 92 1
491 685 5
165 720 8
878 584 10
24 999 8
474 790 3
895 720 7
189 808 6
641 475 1
881 642 2
394 914 6
543 33 5
436 770 5
714 968 10
555 589 4
806 701 2
635 901 6
753 954 1
527 968 6
909 52 2
392 374 8
633 41 6
375 179 9
721 68 9
726 792 4
141 342 4
552 116 8
755 961 10
892 982 4
771 762 4
328 361 5
515 696 7
283 55 2
381 353 8
497 513 9
849 125 8
726 544 9
921 299 8
635 376 2
192 913 8
89 82 7
919 183 5
981 979 2
111 168 5
114 713 3
508 154 4
533 974 1
300 426 9
954 135 8
355 430 8
755 660 1
298 193 2
22 892 4
854 970 9
660 343 7
592 351 6
497 607 9
862 561 8
468 311 10
135 919 5
175 808 5
232 495 6
994 295 1
151 361 5
466 979 3
633 946 3
728 548 5
186 996 3
859 725 3
165 243 2
42 324 10
129 451 5
378 188 4
575 724 1
681 324 6
151 381 8
552 998 3
546 308 2
942 25 7
953 511 3
970 469 6
159 4 9
999 519 6
662 722 5
485 917 5
992 966 10
682 150 10
746 928 8
346 705 2
749 490 1
142 694 9
119 315 1
411 632 4
456 365 2
334 56 10
656 199 10
539 227 5
200 23 2
551 869 8
693 687 2
999 524 7
199 502 6
617 619 9
966 57 6
407 151 7
378 395 6
12 291 6
359 315 8
895 574 2
220 745 8
759 425 8
295 167 7
746 917 7
142 855 10
612 88 3
212 310 8
888 537 6
67 955 10
774 384 2
6 419 5
424 179 9
473 727 10
773 936 3
204 190 7
296 567 8
43 842 5
854 599 5
505 572 8
229 27 1
157 268 5
978 655 8
127 669 5
427 183 8
928 704 4
29 122 5
504 993 2
613 763 6
595 492 10
446 889 5
643 702 8
997 710 2
382 524 10
17 865 5
166 595 1
149 327 8
899 709 3
365 167 1
279 369 7
651 933 6
49 296 5
542 654 2
526 198 3
783 96 10
770 171 9
330 893 6
846 865 5
277 701 6
98 547 10
360 843 3
13 140 9
288 381 8
421 348 3
104 223 3
515 226 4
814 918 9
628 706 9
866 544 9
719 774 2
427 471 2
119 838 3
945 17 8
356 319 6
142 836 8
911 611 9
781 993 6
176 726 5
29 762 2
227 131 3
704 232 5
128 214 3
80 435 2
79 19 8
775 441 1
201 110 1
812 675 9
607 60 8
121 930 5
44 67 5
683 10 2
801 126 10
210 601 4
189 686 6
29 92 3
866 764 5
971 593 6
360 164 9
799 746 10
247 517 10
69 101 10
781 14 9
222 732 4
987 288 3
923 772 9
4 996 2
946 219 9
871 724 8
375 714 10
189 450 2
185 854 6
388 434 4
526 233 7
115 779 6
126 477 2
532 139 8
780 369 5
570 739 1
84 335 8
118 394 5
467 614 5
703 999 8
231 567 7
297 875 7
193 877 2
916 861 8
961 695 6
183 13 8
688 107 7
448 535 2
122 146 7
410 711 10
104 759 3
66 372 4
346 205 10
864 413 2
238 858 7
742 511 5
783 730 10
607 279 7
364 487 10
972 414 8
523 285 3
786 465 2
125 256 8
509 236 3
30 101 1
850 69 8
694 27 3
391 619 6
156 310 10
638 98 2
676 769 9
785 504 8
206 300 8
502 516 5
555 351 9
559 18 1
440 901 2
392 460 6
873 385 8
470 36 1
181 570 5
905 723 3
503 441 3
319 732 7
499 782 2
582 691 8
675 567 9
585 481 8
575 874 3
518 57 7
269 506 10
994 386 10
692 361 5
328 62 1
604 46 3
857 375 6
828 759 10
27 783 6
389 99 7
353 365 7
359 57 4
253 240 5
606 86 2
889 312 2
345 173 1
551 333 1
471 673 7
581 527 7
273 20 8
602 22 6
386 584 7
330 586 2
827 500 2
707 691 4
344 508 9
830 783 6
170 629 5
372 992 7
206 508 2
860 870 9
219 294 5
48 304 10
411 823 4
639 760 2
734 864 10
97 606 6
279 68 10
820 543 8
437 214 6
814 78 5
516 823 5
443 679 9
320 204 7
411 257 10
527 464 9
184 902 1
642 720 9
883 191 10
511 218 8
274 959 9
828 629 7
957 579 1
534 205 6
473 151 4
154 764 5
864 445 7
326 880 2
649 208 7
273 843 5
661 164 5
703 615 4
415 244 2
153 196 1
251 816 5
475 497 9
446 432 1
206 163 5
139 29 5
808 822 5
674 563 3
659 872 1
986 739 8
801 20 1
880 918 2
321 616 5
887 65 7
918 372 2
406 965 3
241 114 10
752 512 2
534 680 10
972 793 9
257 508 2
243 614 2
791 826 6
337 852 10
754 399 4
957 433 4
147 109 3
219 993 5
450 418 5
883 603 1
502 546 6
716 971 2
324 558 7
486 699 4
986 284 3
371 486 6
841 315 1
660 990 10
35 861 1
707 939 4
259 565 7
316 654 6
924 831 2
547 887 4
878 453 7
8 931 7
949 939 5
308 92 4
304 215 3
937 449 6
900 831 7
808 34 5
887 82 8
482 754 7
948 861 6
734 432 2
844 164 5
518 67 6
430 616 9
755 334 8
711 28 1
656 656 3
645 454 3
3 410 4
643 312 6
589 84 2
161 255 9
730 992 3
867 608 7
811 961 6
462 489 3
266 177 10
846 335 5
203 86 7
376 186 7
897 386 10
229 21 1
945 571 10
641 234 2
997 473 4
268 718 3
50 410 10
439 614 5
152 91 6
174 969 10
120 14 9
445 791 8
847 689 8
121 229 4
195 968 5
294 764 8
391 133 7
876 211 10
220 843 5
744 693 4
428 184 7
811 149 1
297 999 5
241 632 8
929 254 6
596 700 8
87 10 8
136 892 6
997 709 7
703 217 7
725 433 10
262 74 2
570 60 1
340 953 4
482 930 6
620 961 10
726 766 1
5 259 9
634 390 5
404 687 6
135 991 9
42 594 3
266 173 9
504 952 6
898 479 3
91 324 9
443 145 5
119 320 1
130 511 5
765 369 7
289 924 5
627 849 5
529 320 7
914 168 6
754 503 3
569 873 8
54 193 3
55 235 3
36 481 5
167 722 8
446 118 8
41 452 6
726 574 8
468 504 2
866 737 3
126 357 2
208 889 5
184 854 3
767 520 5
576 912 10
217 597 1
538 785 10
184 426 2
252 786 8
693 96 6
26 291 2
403 382 10
951 974 2
857 331 3
29 83 8
850 724 8
464 643 5
608 673 1
337 993 1
671 637 8
332 970 10
132 216 1
820 659 5
330 817 1
761 72 9
974 616 7
94 408 5
182 245 7
91 21 4
166 397 7
291 662 3
123 305 8
820 442 5
925 701 10
134 367 2
852 376 9
204 501 8
906 397 8
274 576 10
433 92 7
830 377 10
190 444 7
95 41 9
349 996 8
692 229 3
953 507 9
644 662 9
85 297 8
447 81 8
307 152 3
700 924 5
861 254 9
437 302 10
48 564 2
939 46 9
110 522 7
422 96 8
676 737 10
832 259 6
260 599 2
787 515 1
116 758 8
183 805 3
863 402 1
85 426 5
321 601 8
775 686 8
638 827 5
349 989 3
216 189 2
764 618 5
892 689 2
444 547 1
5 404 2
13 175 8
471 708 7
889 673 10
743 498 5
633 832 10
369 707 7
823 309 2
128 138 1
195 114 1
712 993 4
879 27 4
492 664 3
665 247 7
862 641 9
195 88 5
788 474 3
485 432 1
119 170 3
756 719 8
986 496 8
20 880 8
599 248 4
301 583 7
52 341 1
105 645 7
425 868 8
754 592 10
748 567 5
37 499 7
497 525 10
742 626 8
237 731 1
540 19 7
590 323 9
65 274 7
910 484 2
506 637 6
459 714 7
21 165 5
743 196 8
352 448 4
519 224 10
930 701 6
943 616 8
134 904 5
740 728 7
982 426 6
815 483 3
636 212 5
707 767 2
683 494 3
177 204 3
620 503 2
812 425 8
310 240 4
570 48 1
367 902 5
365 693 3
178 847 9
32 826 2
345 440 2
632 232 2
575 229 8
264 348 6
787 47 9
273 917 3
873 706 9
618 685 2
723 51 8
818 468 2
998 108 10
624 800 2
843 575 1
519 107 3
645 120 4
932 370 3
745 299 8
780 518 8
750 891 2
157 662 6
342 838 3
125 868 4
449 992 7
787 787 1
251 854 8
349 293 9
175 87 5
381 732 7
369 644 4
155 771 9
431 806 4
141 821 7
423 940 7
919 469 9
813 698 6
966 30 8
149 788 1
734 825 9
966 71 2
346 322 7
790 168 7
62 402 1
676 944 3
924 588 1
646 730 9
996 302 7
411 907 9
894 311 6
931 352 1
846 286 9
625 942 3
717 413 8
659 210 9
639 807 10
667 452 6
908 831 7
794 202 5
86 37 9
342 399 3
532 553 5
218 95 9
565 319 9
348 775 3
23 28 9
606 264 4
852 792 5
743 432 9
113 749 1
861 381 5
642 519 6
126 48 2
459 305 10
754 5 8
347 241 10
579 731 9
864 609 4
358 306 5
682 803 10
688 143 7
532 755 4
107 335 9
596 197 6
465 100 3
728 435 7
83 94 1
435 909 3
487 219 8
79 378 9
412 602 9
531 797 7
892 270 10
510 651 7
450 705 8
749 996 7
843 166 3
517 130 8
728 468 3
991 721 9
883 541 2
711 217 8
484 33 3
966 572 6
943 974 2
616 872 7
112 123 6
585 296 1
535 156 2
380 312 6
310 301 8
28 810 3
145 802 10
431 49 5
910 290 4
187 838 8
2 125 9
357 69 1
427 492 10
317 579 8
921 345 7
486 854 10
135 780 3
516 651 8
779 460 8
152 887 6
91 819 10
680 638 7
396 238 7
347 553 1
981 686 8
753 284 2
886 169 1
585 645 5
574 660 2
659 572 2
197 978 10
554 590 1
980 583 9
193 768 8
514 918 1
123 674 9
184 985 1
281 805 4
251 849 10
454 86 9
621 328 7
603 46 8
882 956 1
348 447 3
424 24 9
324 391 5
93 117 2
554 172 5
147 187 5
786 91 3
314 975 7
694 173 1
629 984 6
185 27 1
305 399 2
327 145 7
914 331 5
384 964 2
53 207 4
770 611 10
242 504 9
770 516 7
972 117 5
62 325 8
566 416 2
495 29 7
648 239 1
275 567 10
691 103 4
781 568 3
311 581 7
456 85 9
208 801 3
382 553 3
800 251 9
975 433 9
462 42 1
832 475 10
296 668 3
0 61 8
279 612 5
859 696 7
359 862 4
599 860 9
288 46 3
756 546 10
71 307 2
404 715 2
850 143 9
286 899 7
215 625 9
980 821 6
905 698 6
650 267 8
279 251 6
349 215 8
982 613 6
16 935 3
661 944 1
623 487 1
923 9 3
423 569 8
780 402 9
83 806 2
551 31 8
688 126 6
995 832 7
847 615 6
396 181 1
127 473 6
958 197 8
9 226 1
776 287 6
196 92 10
640 310 4
239 505 6
37 287 8
926 720 10
214 7 4
840 653 7
113 890 5
582 512 8
174 565 4
675 756 10
688 698 10
578 179 2
602 131 2
130 265 10
876 233 9
746 801 5
196 868 1
993 709 9
629 258 9
904 464 1
960 437 1
874 961 6
442 864 7
280 124 9
477 507 6
529 777 1
905 738 4
48 284 7
545 459 6
5 401 4
342 83 10
827 25 4
706 433 2
939 255 4
168 337 5
64 641 2
28 491 7
827 24 10
816 641 6
860 256 4
110 484 4
981 348 1
841 341 9
813 242 2
794 614 10
449 782 2
640 457 10
127 87 1
938 34 7
320 911 2
801 130 1
941 821 8
56 308 10
641 442 2
104 693 1
572 53 5
870 390 7
98 632 7
238 885 10
806 675 10
10 464 7
475 814 7
901 635 10
103 347 1
464 529 6
601 197 2
105 12 10
730 69 10
808 860 4
926 586 3
652 521 5
363 431 8
742 635 8
190 248 3
816 45 1
130 319 10
446 525 6
318 597 9
794 149 3
480 316 10
351 298 6
993 8 9
600 673 3
58 243 9
838 855 9
879 55 7
352 200 4
655 930 4
804 70 6
193 683 8
711 708 8
614 709 6
872 592 10
986 343 10
306 428 6
166 107 8
897 808 1
507 224 1
654 228 4
477 638 4
244 492 6
826 757 7
210 409 3
845 6 6
10 75 6
30 568 2
145 297 8
199 646 10
934 783 6
44 998 1
203 202 5
178 224 5
736 178 6
867 567 4
182 200 1
180 863 5
932 103 1
851 693 3
388 670 2
346 958 4
312 467 4
378 828 6
676 175 9
818 638 7
899 728 2
121 147 3
813 194 4
545 387 6
325 613 7
651 250 1
781 630 10
193 874 9
301 808 3
335 253 1
644 814 5
893 129 9
991 598 8
214 744 2
803 481 10
66 171 9
397 769 9
383 510 9
475 183 6
729 382 9
711 494 8
485 274 10
410 653 10
665 37 4
224 916 4
462 883 4
405 223 5
435 910 7
585 160 6
260 563 2
137 769 2
302 455 9
360 235 10
42 476 9
636 344 7
461 478 7
418 376 8
324 279 7
25 183 8
239 271 2
367 923 2
301 862 9
525 559 2
804 283 4
100 121 2
368 39 9
205 341 4
691 337 5
309 763 5
195 722 10
141 875 9
934 267 1
788 306 5
842 354 7
968 415 10
775 671 1
483 669 9
779 974 3
886 407 4
232 740 4
485 239 9
601 804 9
775 479 8
348 810 2
320 866 4
439 788 7
214 449 8
873 571 1
383 142 10
894 131 5
965 755 1
511 829 6
347 230 7
435 702 7
781 797 9
306 333 10
23 581 1
944 142 3
975 338 10
644 818 10
935 622 10
887 400 7
209 971 7
65 547 7
192 486 2
336 583 8
654 916 5
95 175 2
691 566 3
32 846 10
500 27 3
203 71 7
290 210 4
298 675 9
71 465 1
377 530 1
175 334 7
400 160 2
132 549 7
489 760 2
398 978 4
133 891 4
317 442 8
162 618 10
961 317 10
207 514 8
282 206 1
146 456 2
844 408 10
826 252 9
336 932 10
900 502 8
473 589 1
754 93 5
661 902 8
355 717 5
400 627 3
425 255 3
921 632 7
468 393 3
715 582 2
402 715 1
245 906 3
280 903 9
298 682 2
714 743 4
930 505 7
780 566 2
377 78 2
516 784 6
419 461 3
258 212 9
45 473 1
74 654 8
390 351 7
876 199 7
38 10 5
117 726 3
334 686 8
496 472 2
84 561 4
730 972 8
143 482 5
861 165 3
858 18 10
102 181 5
127 547 7
172 79 1
693 279 3
451 366 3
221 731 1
914 691 9
221 452 1
856 650 9
656 678 2
399 706 5
454 53 10
4 49 7
785 206 4
383 930 4
204 93 1
431 28 1
345 840 4
696 685 2
225 981 2
816 855 3
741 171 1
425 524 2
835 334 6
575 641 4
639 212 9
404 961 7
123 237 4
108 365 6
177 15 7
669 323 1
398 217 8
225 67 5
665 638 6
44 68 4
420 308 10
511 104 9
810 944 10
175 257 2
614 332 7
694 946 3
340 179 6
871 682 8
69 343 1
623 933 10
459 391 9
655 759 4
515 601 1
238 21 10
777 918 2
316 242 7
775 249 10
81 61 3
383 510 5
206 155 7
209 657 1
243 945 10
968 454 6
137 284 6
659 805 1
533 810 7
663 832 5
768 24 4
867 750 6
350 248 4
552 55 4
820 703 4
622 893 7
533 329 3
452 644 1
66 890 8
71 976 4
53 649 3
960 209 3
93 177 10
562 851 4
241 519 2
436 742 8
318 168 4
250 434 3
620 254 5
292 590 8
990 650 4
278 883 8
81 973 6
407 386 3
482 451 7
517 624 7
778 159 8
20 780 7
437 874 2
777 928 5
609 550 3
566 744 3
263 389 8
313 464 5
384 575 10
492 73 6
139 732 8
200 158 4
4 13 9
747 742 6
503 414 7
962 404 6
393 501 5
656 602 2
418 906 1
943 127 7
954 579 3
198 781 7
980 261 6
521 726 8
650 705 6
713 59 7
948 434 4
248 489 1
943 832 6
646 723 1
714 681 3
267 619 8
966 697 3
260 253 10
592 974 3
12 119 2
659 728 7
407 723 10
997 922 2
530 931 4
897 433 3
849 437 5
708 309 9
990 545 7
600 315 7
770 897 2
111 651 10
795 816 6
833 146 5
766 214 7
715 315 1
172 835 8
1 99 2
792 713 7
537 426 5
750 441 3
180 383 3
720 137 4
498 186 9
971 112 8
580 833 4
190 205 1
767 187 4
265 923 7
451 641 10
111 889 3
81 300 2
386 127 5
65 350 1
599 240 8
496 688 2
9 62 5
769 978 1
681 596 1
99 216 9
810 7 7
617 532 5
954 497 8
775 345 10
439 344 6
698 911 6
322 836 4
963 369 7
387 625 1
998 364 6
825 102 1
467 891 7
742 855 3
26 616 2
889 543 5
973 716 4
377 462 10
702 674 8
527 423 4
3 653 6
17 648 6
894 46 6
694 454 4
621 496 7
756 627 2
356 438 8
674 877 2
751 394 5
621 199 3
890 532 10
803 877 9
32 130 8
815 89 5
852 689 9
895 478 3
917 456 2
493 678 9
246 249 4
174 771 2
108 445 1
164 951 6
924 392 5
225 736 5
681 487 2
681 139 9
648 742 8
92 814 6
892 229 10
784 946 10
66 659 6
386 932 7
669 657 9
989 876 7
827 238 4
265 118 5
89 114 2
348 758 10
959 192 2
586 376 3
873 320 7
590 754 1
318 63 10
548 194 7
433 327 6
816 695 3
532 679 10
604 227 2
404 9 9
872 471 6
148 835 5
857 224 8
696 466 3
615 290 3
764 681 1
613 327 5
514 705 2
280 868 10
489 646 4
506 298 7
60 829 6
156 847 4
868 750 4
717 753 1
945 886 3
877 499 7
306 834 3
22 561 7
345 432 8
356 775 7
400 73 9
744 289 5
713 945 4
717 876 9
403 99 3
331 770 10
886 824 1
870 957 5
468 670 3
591 140 8
712 494 5
918 148 4
223 823 4
752 666 1
370 743 10
104 694 3
385 973 7
695 861 3
948 57 2
364 997 8
183 967 1
120 527 6
607 444 3
642 739 7
250 34 2
246 406 8
309 704 10
977 176 7
794 708 2
796 474 7
281 647 8
376 11 2
119 84 2
500 656 9
230 23 10
586 586 8
280 710 2
813 607 3
393 495 7
305 585 3
101 333 2
730 930 9
189 415 1
403 569 9
802 831 9
500 65 9
857 598 9
730 838 2
771 771 4
988 674 2
185 882 10
711 184 1
568 457 6
125 40 3
588 211 3
89 575 5
871 771 1
86 127 9
305 372 9
175 433 1
254 307 1
968 968 9
926 801 5
674 546 8
143 590 8
711 320 9
932 360 10
551 522 4
704 101 1
242 37 4
145 306 4
980 137 10
565 221 10
367 284 3
746 637 7
76 563 5
266 390 3
409 467 2
967 260 7
962 711 3
548 208 2
644 750 5
648 713 4
731 381 10
673 663 9
619 167 7
841 157 6
806 444 7
26 987 10
253 79 5
127 544 2
700 561 7
67 337 2
371 931 6
796 279 3
889 817 4
280 10 2
386 992 4
387 974 2
801 947 2
179 539 5
602 841 8
97 541 6
717 585 5
564 277 10
101 918 1
174 325 7
185 353 9
564 608 7
488 606 3
265 9 9
730 159 3
146 387 10
753 273 1
940 742 6
724 796 4
694 623 7
723 468 3
449 362 8
514 293 5
975 438 9
964 735 4
312 650 2
970 312 7
789 320 2
649 81 2
747 245 2
169 589 1
86 761 5
567 951 8
827 895 1
985 971 7
693 520 3
491 509 9
701 693 9
714 127 7
14 631 4
932 851 1
731 435 9
767 353 4
756 677 9
700 623 1
621 459 3
690 952 9
925 230 3
76 375 3
526 361 1
432 507 7
174 382 2
346 935 4
851 552 2
297 306 8
300 271 4
2 755 10
403 222 5
951 955 9
845 914 1
957 474 10
868 499 1
364 6 10
471 336 5
362 109 1
358 911 3
411 363 1
103 441 8
202 86 9
526 920 3
420 126 8
7 159 5
231 481 7
383 306 6
438 913 3
549 831 5
111 449 8
165 143 6
765 444 1
367 904 4
113 194 5
